,Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Industry PE,Debt,Price to book value,Cash from operations last year,Debt to equity,Return on equity,Piotroski score,Credit rating,Industry PBV,Equity capital,Total Assets,is in nse
11,Dhanlaxmi Bank,532180.0,DHANBANK,Banks - Private Sector,15.4,11.29,389.64,0.0,11.81,-44.5,237.36,-5.39,5.8,23.81,11081.57,0.47,553.97,13.4,8.29,6.0,,1.79,253.01,12265.09,True
12,Equitas Sma. Fin,543243.0,EQUITASBNK,Banks - Private Sector,49.4,23.08,5626.94,0.0,110.7,17.67,857.23,26.68,8.89,23.81,15923.28,2.05,1803.36,5.8,9.75,5.0,,1.79,1053.4,19314.55,True
13,Federal Bank,500469.0,FEDERALBNK,Banks - Private Sector,83.3,11.29,16627.2,0.0,418.14,-7.41,3604.23,5.57,6.38,23.81,164779.63,1.12,3730.57,11.12,11.13,6.0,,1.79,399.17,183353.33,True
14,HDFC Bank,500180.0,HDFCBANK,Banks - Private Sector,1568.2,28.17,864206.66,0.0,8769.33,14.49,31851.6,2.09,7.31,23.81,1333041.45,4.9,-16869.09,7.56,16.5,3.0,,1.79,550.77,1580830.43,True
15,I O B,532388.0,IOB,Banks - Public Sector,17.2,49.41,28271.62,0.0,212.87,103.5,4243.72,-2.49,1.53,21.44,228371.61,1.75,-14022.51,14.14,-52.49,2.0,,0.5,16436.99,260726.83,True
16,ICICI Bank,532174.0,ICICIBANK,Banks - Private Sector,610.5,28.61,422056.16,0.0,5498.15,17.73,22213.88,2.73,5.9,23.81,1014636.24,3.43,79564.75,8.25,8.07,7.0,,1.79,1380.95,1377292.23,True
17,IDBI Bank,500116.0,IDBI,Banks - Private Sector,31.45,32.25,33816.3,0.0,393.15,106.86,4568.95,-7.62,0.33,23.81,258962.71,0.97,208.48,7.43,-35.06,4.0,,1.79,10752.4,300713.33,True
18,IDFC First Bank,539437.0,IDFCFIRSTB,Banks - Private Sector,64.5,86.59,36594.35,0.0,137.15,108.41,4076.57,-2.92,5.32,23.81,122476.13,2.38,10965.54,7.95,-16.92,4.0,,1.79,5672.91,149158.55,True
19,Indian Bank,532814.0,INDIANB,Banks - Public Sector,137.85,13.46,15568.32,0.0,534.91,83.8,10026.99,83.41,5.25,21.44,281014.71,0.68,-8729.91,12.34,4.05,5.0,,0.5,1129.37,310140.96,True
20,IndusInd Bank,532187.0,INDUSINDBK,Banks - Private Sector,1073.35,36.68,82986.61,0.0,852.76,-34.41,7241.5,-0.59,8.08,23.81,262793.36,2.44,-12038.66,7.72,14.58,5.0,,1.79,757.11,307057.55,True
21,J & K Bank,532209.0,J&KBANK,Banks - Private Sector,28.9,,2061.87,0.0,66.44,37.19,2076.37,0.44,3.51,23.81,99805.41,0.32,4373.94,15.73,-18.26,3.0,,1.79,71.36,108829.15,True
22,Karnataka Bank,532652.0,KTKBANK,Banks - Private Sector,67.9,4.41,2110.81,0.0,135.38,9.94,1595.5,-1.61,6.23,23.81,75850.27,0.35,-89.6,12.7,7.36,4.0,,1.79,310.88,83313.49,True
23,Karur Vysya Bank,590003.0,KARURVYSYA,Banks - Private Sector,59.2,13.97,4731.92,0.0,34.63,129.79,1350.31,-10.21,5.83,23.81,60259.26,0.72,2503.82,9.13,3.73,7.0,,1.79,159.86,68278.17,True
24,Kotak Mah. Bank,500247.0,KOTAKBANK,Banks - Private Sector,1844.65,34.15,365539.86,0.0,2601.67,43.12,8280.41,-0.62,7.35,23.81,325976.93,5.44,46618.83,4.86,13.67,7.0,,1.79,990.24,443172.72,True
25,Pun. & Sind Bank,533295.0,PSB,Banks - Public Sector,17.95,,1258.39,0.0,-2375.53,-829.79,1763.1,-9.15,4.23,21.44,92880.6,0.22,2209.92,16.6,-17.56,4.0,,0.5,701.05,100503.81,True
26,Punjab Natl.Bank,532461.0,PNB,Banks - Public Sector,41.0,41.28,42958.5,0.0,747.29,294.12,20598.75,48.89,4.69,21.44,772766.78,0.67,-12743.53,12.1,0.73,5.0,,0.5,2095.54,851457.25,True
27,RBL Bank,540065.0,RBLBANK,Banks - Private Sector,236.75,25.89,14156.98,0.63,147.06,110.24,1979.89,-8.22,6.91,23.81,74818.95,1.34,-5084.09,7.07,5.58,4.0,,1.79,597.75,88977.77,True
28,South Ind.Bank,532218.0,SOUTHBANK,Banks - Private Sector,10.25,,1854.97,0.0,-91.62,-201.19,1811.96,-7.9,6.01,23.81,89927.12,0.34,656.0,16.43,1.93,4.0,,1.79,180.97,97032.9,True
29,St Bk of India,500112.0,SBIN,Banks - Public Sector,394.2,17.15,351808.19,0.0,6257.55,-4.2,70099.79,-1.3,4.99,21.44,3607061.3,1.4,23928.53,14.37,6.79,9.0,,0.5,892.46,4197485.73,True
30,UCO Bank,532505.0,UCOBANK,Banks - Public Sector,13.75,131.38,13637.72,0.0,35.44,103.69,3602.58,-4.46,2.82,21.44,208898.5,0.71,-10658.42,10.87,-14.77,4.0,,0.5,9918.34,235908.15,True
31,Ujjivan Small,542904.0,UJJIVANSFB,Banks - Private Sector,33.5,,5789.84,0.0,-278.83,-410.99,688.32,-2.56,9.08,23.81,14733.75,1.83,-425.88,4.65,14.04,5.0,,1.79,1728.25,18411.24,True
32,Union Bank (I),532477.0,UNIONBANK,Banks - Public Sector,38.8,17.87,24858.56,0.0,719.4,29.77,17220.38,77.75,4.23,21.44,505150.21,0.73,-7681.29,14.91,-10.28,1.0,,0.5,6406.84,555509.06,True
33,Yes Bank,532648.0,YESBANK,Banks - Private Sector,16.3,,40839.5,0.0,147.68,100.8,5320.56,-5.65,-0.52,23.81,219101.67,1.88,-57721.22,10.1,-67.65,1.0,,1.79,5010.98,257832.16,True
1,NRB Indl Bearing,535458.0,NIBL,Bearings,9.35,,22.67,0.0,11.54,67.71,16.76,46.25,-9.32,38.76,109.99,,2.97,,-61.41,4.0,,3.85,4.85,126.66,True
2,Schaeffler India,505790.0,SCHAEFFLER,Bearings,5205.5,55.93,16272.78,0.73,141.62,67.5,1273.77,22.9,13.05,38.76,65.09,5.18,649.19,0.02,9.54,5.0,,3.85,31.26,4151.43,True
3,SKF India,500472.0,SKFINDIA,Bearings,2242.1,41.33,11084.49,0.0,128.11,150.26,818.72,15.75,19.56,38.76,53.37,8.35,329.79,0.04,14.6,5.0,,3.85,49.44,1876.81,True
0,Aksh Optifibre,532351.0,AKSHOPTFBR,Cables - Telephone,6.9,,112.26,0.0,-4.18,67.92,65.23,12.76,-2.67,45.05,205.78,0.98,119.39,1.79,-12.95,3.0,,0.7,81.35,561.28,True
1,B.C. Power,537766.0,BCP,Cables - Power,4.85,69.56,28.52,0.0,0.07,121.21,45.67,20.53,7.1,35.44,10.89,0.9,-0.25,0.34,3.41,4.0,,1.38,11.76,58.82,True
2,Birla Cable,500060.0,BIRLACABLE,Cables - Telephone,60.5,92.13,181.5,0.0,0.29,150.0,84.85,71.31,3.21,45.05,47.9,1.13,31.92,0.3,0.6,5.0,,0.7,30.0,270.97,True
3,CMI,517330.0,CMICABLES,Cables - Telephone,59.6,,89.56,0.84,-11.34,-891.61,63.72,-42.42,8.51,45.05,298.65,0.31,59.72,1.04,1.21,5.0,,0.7,15.03,685.76,True
4,Cords Cable,532941.0,CORDSCABLE,Cables - Power,42.8,7.71,55.33,0.0,1.31,-37.32,90.08,-20.38,16.32,35.44,74.27,0.39,42.07,0.52,7.75,8.0,,1.38,12.93,285.12,True
9,Finolex Cables,500144.0,FINCABLES,Cables - Power,395.3,19.89,6045.69,1.39,82.75,2.63,830.23,18.21,19.47,35.44,6.7,2.2,259.02,0.0,15.61,6.0,,1.38,30.59,3091.39,True
10,Geekay Wires,,GEEKAYWIRE,Cables - Power,80.0,10.85,83.62,2.5,2.18,5.83,52.71,32.94,15.54,35.44,59.58,1.88,12.51,1.34,17.66,8.0,,1.38,10.45,113.31,True
11,Godha Cabcon,,GODHA,Cables - Power,40.45,102.09,44.92,0.0,-0.05,,4.35,,5.62,35.44,4.44,1.88,0.26,0.19,1.79,7.0,,1.38,11.1,30.59,True
14,KEI Industries,517569.0,KEI,Cables - Power,496.55,18.14,4461.77,0.4,79.67,9.86,1152.94,-12.27,28.12,35.44,271.34,2.74,-13.03,0.17,22.44,5.0,,1.38,17.97,2844.39,True
15,Paramount Comm.,530555.0,PARACABLES,Cables - Power,8.7,28.97,160.2,0.0,1.9,-74.5,152.26,-8.09,9.95,35.44,192.99,0.89,13.13,1.07,16.41,5.0,,1.38,36.83,501.78,True
16,Polycab India,542652.0,POLYCAB,Cables - Power,1365.8,25.3,20364.11,0.51,262.5,19.98,2798.83,11.63,29.34,35.44,213.43,4.83,244.64,0.05,22.35,6.0,,1.38,149.07,6453.97,True
19,Sterlite Tech.,532374.0,STLTECH,Cables - Telephone,220.65,37.81,8749.59,1.59,86.64,-3.69,1314.44,9.29,19.38,45.05,2251.65,4.98,696.42,1.28,25.94,4.0,,0.7,79.25,6943.4,True
20,T N Telecom.,523419.0,TNTELE,Cables - Telephone,5.95,,27.18,0.0,-2.58,17.57,0.0,,,45.05,28.56,,7.76,,,3.0,,0.7,45.68,18.72,True
22,Universal Cables,504212.0,UNIVCABLES,Cables - Power,137.35,14.31,476.54,1.46,20.0,-29.82,370.38,-6.36,14.18,35.44,528.1,0.46,37.74,0.51,9.02,4.0,,1.38,34.7,2095.89,True
23,Vindhya Telelink,517015.0,VINDHYATEL,Cables - Telephone,845.7,5.21,1002.15,1.18,57.03,-14.57,337.17,-41.09,14.13,45.05,688.33,0.39,20.49,0.27,9.88,5.0,,0.7,11.85,4638.36,True
0,A B B,500002.0,ABB,Electric Equipment,1521.0,184.48,32231.26,0.33,57.56,-20.97,1700.76,-12.93,6.98,27.23,58.24,8.94,318.22,0.02,4.9,5.0,,0.8,42.38,7590.5,True
1,ABB Power Produc,543187.0,POWERINDIA,Electric Equipment,1424.6,50.47,6037.69,0.14,54.96,-47.56,1043.61,-6.45,23.06,27.23,39.07,6.47,-72.66,0.04,13.5,3.0,,0.8,8.48,3503.12,True
5,Apar Inds.,532259.0,APARINDS,Electric Equipment,463.6,13.02,1774.13,2.05,82.45,124.84,1714.19,-6.67,28.27,27.23,469.88,1.4,94.17,0.37,11.39,5.0,,0.8,38.27,3943.57,True
7,B H E L,500103.0,BHEL,Electric Equipment,51.75,,18019.68,0.0,-217.44,-233.67,4451.36,-21.64,-0.18,27.23,4847.63,0.66,-2891.52,0.18,-4.98,1.0,,0.8,696.41,58995.71,True
8,Bharat Bijlee,503960.0,BBL,Electric Equipment,1136.85,23.65,642.5,1.1,15.69,12.23,222.3,-9.98,9.19,27.23,207.9,0.81,14.32,0.26,5.9,5.0,,0.8,5.65,1155.25,True
10,CG Power & Indu.,500093.0,CGPOWER,Electric Equipment,57.5,50.06,7693.49,0.0,-540.5,418.97,819.52,-30.45,-3.28,27.23,867.65,,681.63,,-37.77,3.0,,0.8,267.6,6260.63,True
13,Crompton Gr. Con,539876.0,CROMPTON,Electric Equipment,387.4,51.77,24312.64,0.77,151.09,-6.14,1348.17,25.85,35.42,27.23,298.58,14.34,410.92,0.18,38.69,6.0,,0.8,125.48,3138.21,True
15,Easun Reyrolle,532751.0,EASUNREYRL,Electric Equipment,2.3,,7.08,0.0,-14.2,,21.14,,-0.73,27.23,349.0,0.05,9.76,2.48,-7.16,7.0,,0.8,6.16,584.46,True
16,EMCO,504008.0,EMCO,Electric Equipment,1.8,,12.22,0.0,-611.38,-153.5,4.38,-89.55,-381.12,27.23,1395.02,,-225.7,,,3.0,,0.8,13.58,153.45,True
20,GE T&D India,522275.0,GET&D,Electric Equipment,135.95,,3481.0,0.0,55.92,197.3,1034.21,10.05,-13.55,27.23,593.31,3.36,-259.64,0.57,-20.06,2.0,,0.8,51.21,4317.29,True
23,Havells India,517354.0,HAVELLS,Electric Equipment,1143.95,77.99,71612.76,0.35,350.14,74.53,3175.2,39.67,21.45,27.23,1027.51,15.2,826.71,0.22,17.41,4.0,,0.8,62.6,8286.89,True
25,Honda India,522064.0,HONDAPOWER,Electric Equipment,1104.75,29.31,1120.22,1.13,20.92,18.33,285.46,20.05,15.86,27.23,0.79,1.97,-17.62,0.0,11.6,6.0,,0.8,10.14,765.84,True
26,HPL Electric,540136.0,HPL,Electric Equipment,45.3,,291.28,0.33,8.39,25.04,243.99,-0.06,7.17,27.23,587.02,0.4,62.51,0.8,2.96,6.0,,0.8,64.3,1570.48,True
27,IMP Powers,517571.0,INDLMETER,Electric Equipment,16.25,,14.03,0.0,-12.78,-125.0,32.33,-34.33,4.19,27.23,177.03,0.17,-0.5,2.14,-13.23,2.0,,0.8,8.64,384.54,True
28,Indo Tech.Trans.,532717.0,INDOTECH,Electric Equipment,101.4,,107.69,0.0,0.96,-6.8,53.83,-20.18,2.01,27.23,0.0,0.91,-14.5,0.0,1.53,6.0,,0.8,10.62,189.26,True
29,Indosolar,533257.0,INDOSOLAR,Electric Equipment,2.4,,89.3,0.0,-1.82,82.24,0.0,,,27.23,828.68,,-0.54,,,3.0,,0.8,372.07,258.86,True
30,Inox Wind,539083.0,INOXWIND,Electric Equipment,70.8,,1571.18,0.0,-51.97,-89.46,203.8,17.98,-6.15,27.23,1022.99,1.02,732.94,0.66,-15.37,4.0,,0.8,221.92,5425.84,True
35,K E C Intl.,532714.0,KEC,Transmisson Line Towers / Equipment,463.05,21.59,11904.48,0.73,145.07,0.1,3289.23,7.03,24.89,18.7,2684.78,3.92,87.45,0.88,21.63,4.0,,2.8,51.42,13077.47,True
36,Kalpataru Power,522287.0,KALPATPOWR,Transmisson Line Towers / Equipment,391.3,15.8,5826.82,2.17,308.0,17.48,3501.0,10.72,20.13,18.7,2732.0,1.68,937.24,0.79,11.94,5.0,,2.8,30.0,15275.0,True
38,Kirl. Electric,533193.0,KECL,Electric Equipment,13.5,,89.66,0.0,-11.27,-120.62,77.13,-7.6,0.95,27.23,152.44,,34.46,,,8.0,,0.8,66.41,465.2,True
41,Marine Electric.,,MARINE,Electric Equipment,62.55,54.11,767.27,0.0,3.66,895.65,67.43,-26.23,10.35,27.23,50.59,4.91,18.87,0.32,5.91,6.0,,0.8,24.53,381.45,True
46,Neueon Towers,532887.0,NTL,Transmisson Line Towers / Equipment,0.8,,4.52,0.0,-24.91,18.33,0.01,-99.03,-16.76,18.7,1310.24,,16.64,,,4.0,,2.8,56.54,1572.18,True
50,S & S Power Swit,517273.0,S&SPOWER,Electric Equipment,21.35,,13.24,0.0,0.18,,32.35,27.97,-18.87,27.23,13.54,,15.4,,-143.65,4.0,,0.8,6.2,90.1,True
51,Salzer Electron.,517059.0,SALZERELEC,Electric Equipment,124.7,8.73,199.3,0.0,6.41,16.33,170.44,26.52,11.2,27.23,179.17,0.63,35.55,0.57,8.86,7.0,,0.8,15.98,610.27,True
52,Schneider Elect.,534139.0,SCHNEIDER,Electric Equipment,113.8,,2720.96,0.0,33.34,11.02,472.31,-1.97,3.58,27.23,554.06,,4.38,,-26.05,4.0,,0.8,47.82,1170.97,True
56,Siemens,500550.0,SIEMENS,Electric Equipment,1939.65,86.4,69074.87,0.36,295.5,11.17,2925.2,15.3,11.44,27.23,87.1,7.28,1291.7,0.01,8.29,6.0,,0.8,71.2,15860.2,True
59,Surana Solar,533298.0,SURANASOL,Electric Equipment,8.8,,43.3,0.0,0.08,-57.89,3.66,20.0,1.01,27.23,7.63,0.8,10.8,0.14,-0.26,5.0,,0.8,24.6,66.6,True
60,Suzlon Energy,532667.0,SUZLON,Electric Equipment,5.95,,5027.32,0.0,-117.07,84.04,954.99,43.5,-47.22,27.23,6470.56,,-929.04,,,2.0,,0.8,1672.93,6616.83,True
61,Swelect Energy,532051.0,SWELECTES,Electric Equipment,195.2,9.89,295.9,1.02,8.91,314.42,58.61,-6.98,2.02,27.23,244.95,0.4,28.41,0.33,-0.91,5.0,,0.8,15.16,1081.16,True
63,T R I L,532928.0,TRIL,Electric Equipment,17.65,,233.98,0.0,0.7,-47.37,168.45,-20.11,7.67,27.23,272.67,0.7,15.79,0.81,0.12,6.0,,0.8,13.26,883.48,True
66,TD Power Systems,533553.0,TDPOWERSYS,Electric Equipment,157.75,14.17,487.97,1.43,21.02,142.11,168.54,25.29,5.76,27.23,57.77,1.12,55.67,0.13,4.51,8.0,,0.8,30.93,776.08,True
67,Triveni Turbine,533655.0,TRITURBINE,Electric Equipment,110.1,33.71,3559.59,0.45,27.54,1.74,173.56,-14.5,31.99,27.23,0.84,6.09,187.67,0.0,24.18,8.0,,0.8,32.33,922.46,True
68,Ujaas Energy,533644.0,UJAAS,Electric Equipment,2.95,,59.09,0.0,-5.41,-1120.75,6.43,-49.01,-3.78,27.23,36.92,0.3,42.99,0.19,-6.24,4.0,,0.8,20.03,327.92,True
69,V-Guard Industri,532953.0,VGUARD,Electric Equipment,224.2,59.02,9629.11,0.4,77.02,79.62,827.41,32.04,26.12,27.23,10.0,9.17,139.39,0.01,19.62,5.0,,0.8,42.95,1519.36,True
70,Veto Switchgears,539331.0,VETO,Electric Equipment,145.8,23.26,278.7,0.0,5.97,65.37,51.2,32.27,8.58,27.23,9.69,1.53,31.86,0.05,5.38,6.0,,0.8,19.12,212.41,True
71,Volt.Transform.,532757.0,VOLTAMP,Electric Equipment,1177.15,12.85,1190.94,2.12,32.06,-8.5,175.75,-30.07,15.41,27.23,0.0,1.54,107.79,0.0,12.1,6.0,,0.8,10.12,848.98,True
72,W S Inds.,504220.0,WSI,Electric Equipment,4.35,,11.42,0.0,-0.75,98.48,0.0,,-28.14,27.23,21.43,,-12.29,,,5.0,,0.8,26.26,75.31,True
73,Websol Energy,517498.0,WEBELSOLAR,Electric Equipment,40.85,10.67,127.22,0.0,53.63,-135.37,47.76,26.95,0.4,27.23,50.83,0.92,0.68,0.37,14.95,6.0,,0.8,30.59,311.27,True
0,A2Z Infra Engg.,533292.0,A2ZINFRA,Engineering,4.15,,73.09,0.0,-15.13,-17.98,83.4,-41.76,-1.58,21.81,365.72,0.19,-26.16,0.95,-26.47,4.0,,1.43,176.12,1959.63,True
1,Aaron Industries,,AARON,Engineering,58.95,41.7,59.21,0.53,0.6,114.29,6.55,10.46,17.03,21.81,5.21,5.48,1.39,0.48,14.08,7.0,,1.43,5.26,19.11,True
2,Action Const.Eq.,532762.0,ACE,Engineering,155.8,32.23,1768.07,0.32,30.92,143.27,400.48,38.45,16.06,21.81,102.69,3.9,47.98,0.23,11.75,5.0,,1.43,22.7,890.91,True
5,Ador Welding,517041.0,ADORWELD,Electrodes - Welding Equipment,317.1,95.84,431.26,2.05,3.45,-47.73,135.15,5.66,12.98,35.42,47.77,1.78,13.66,0.2,10.91,5.0,,1.28,13.6,400.82,True
10,BEML Ltd,500048.0,BEML,Engineering,1227.75,53.4,5112.35,0.49,27.67,552.59,728.21,5.1,2.31,21.81,310.64,2.44,105.84,0.15,2.87,6.0,,1.43,41.77,5003.16,True
11,Bharat Dynamics,541143.0,BDL,Engineering,383.8,22.9,7034.33,2.29,49.19,-7.5,459.32,-9.72,30.56,21.81,8.25,2.8,504.22,0.0,21.94,8.0,,1.43,183.28,5925.85,True
14,Carborundum Uni.,513375.0,CARBORUNIV,Abrasives And Grinding Wheels,521.6,34.55,9885.11,0.53,87.65,39.53,733.57,12.97,18.85,34.83,73.8,5.04,406.86,0.04,15.0,6.0,,4.07,18.95,2429.77,True
16,Commercial Eng.,533272.0,CEBBCO,Engineering,20.7,62.16,185.23,0.0,3.17,166.46,114.32,368.14,-2.15,21.81,49.21,1.99,-14.75,0.53,-6.76,3.0,,1.43,89.48,202.04,True
18,Cummins India,500480.0,CUMMINSIND,Engines,818.45,35.51,22687.43,1.71,240.1,13.18,1431.02,-1.74,17.27,23.87,513.06,5.12,600.7,0.12,16.11,3.0,,5.28,55.44,6196.57,True
20,DE Nora India,590031.0,DENORA,Engineering,261.2,30.82,138.7,0.0,0.34,-90.48,9.5,-33.29,17.97,21.81,0.0,2.19,-7.24,0.0,14.12,7.0,,1.43,5.31,75.67,True
22,Dynamatic Tech.,505242.0,DYNAMATECH,Engineering,929.95,344.87,589.72,0.0,1.14,-86.17,340.58,10.65,9.52,21.81,667.34,1.6,193.31,1.81,11.22,7.0,,1.43,6.34,1391.48,True
23,Eimco Elecon(I),523708.0,EIMCOELECO,Engineering,347.0,16.45,200.22,1.44,3.16,10.88,32.05,-12.86,3.38,21.81,2.24,0.62,11.36,0.01,2.99,6.0,,1.43,5.77,354.94,True
24,Elecon Engg.Co,505700.0,ELECON,Engineering,54.85,6.4,615.42,0.0,24.67,166.13,296.14,4.98,7.55,21.81,404.82,0.72,222.16,0.47,11.14,7.0,,1.43,22.44,1934.7,True
25,Elgi Equipments,522074.0,ELGIEQUIP,Compressors / Drilling Equipment,182.35,96.03,5778.84,0.45,34.61,169.13,547.06,18.08,7.75,29.58,442.93,7.32,35.48,0.56,5.5,4.0,,4.21,31.69,1602.3,True
28,Esab India,500133.0,ESABINDIA,Electrodes - Welding Equipment,1893.55,50.56,2914.17,3.7,14.71,-17.17,183.93,8.71,32.01,35.42,3.51,11.44,57.18,0.01,23.48,7.0,,1.28,15.39,362.08,True
36,GMM Pfaudler,505255.0,GMMPFAUDLR,Engineering,4199.9,75.97,6139.2,0.12,23.16,10.02,201.81,29.39,29.96,21.81,61.23,16.07,26.7,0.16,23.51,6.0,,1.43,2.92,647.59,True
37,Graphite India,509488.0,GRAPHITE,Electrodes - Graphites,464.9,,9083.01,0.43,23.0,106.52,499.0,-22.4,0.69,12.8,318.0,2.04,253.09,0.07,0.91,5.0,,1.83,39.0,5403.0,True
38,Greaves Cotton,501455.0,GREAVESCOT,Engines,136.5,,3155.97,0.0,20.92,-49.39,494.57,-4.94,18.23,23.87,21.56,4.23,101.63,0.03,13.94,5.0,,5.28,46.24,1144.35,True
39,Grindwell Norton,506076.0,GRINDWELL,Abrasives And Grinding Wheels,912.95,50.53,10108.18,0.82,65.94,42.48,457.65,11.61,20.24,34.83,16.51,8.52,317.58,0.01,14.98,5.0,,4.07,55.36,1585.11,True
40,Guj Apollo Inds,522217.0,GUJAPOLLO,Engineering,216.1,4.64,273.62,1.39,4.21,173.38,22.07,348.58,3.55,21.81,17.99,0.52,10.5,0.03,5.38,5.0,,1.43,12.66,580.69,True
43,HEG,509631.0,HEG,Electrodes - Graphites,1427.5,,5509.51,1.75,-0.8,34.96,319.59,-18.82,-0.15,12.8,240.89,1.57,863.78,0.07,-0.13,4.0,,1.83,38.6,4079.32,True
44,Hercules Hoists,505720.0,HERCULES,Engineering,126.35,37.4,404.32,1.42,2.09,75.63,20.75,18.91,3.06,21.81,0.0,1.03,10.22,0.0,2.47,6.0,,1.43,3.2,414.57,True
45,Hind.Aeronautics,541154.0,HAL,Engineering,1106.7,12.97,37006.66,3.0,853.47,87.87,5425.46,21.78,23.91,21.81,4332.37,2.65,1621.13,0.31,22.03,6.0,,1.43,334.39,53453.57,True
48,HLE Glascoat,522215.0,HLEGLAS,Engineering,2209.8,63.87,2889.42,0.2,16.92,56.23,115.08,15.93,43.07,21.81,78.78,31.98,39.29,0.87,52.6,7.0,,1.43,13.08,325.66,True
50,Ingersoll-Rand,500210.0,INGERRAND,Compressors / Drilling Equipment,742.45,35.76,2343.77,0.4,19.91,-15.6,190.37,-8.69,28.45,29.58,5.82,5.74,109.45,0.01,20.84,7.0,,4.21,31.57,587.43,True
57,Jash Engineering,,JASH,Engineering,287.8,20.19,340.66,0.31,10.12,36.76,78.94,3.85,19.42,21.81,77.16,2.76,18.47,0.62,17.11,7.0,,1.43,11.84,291.56,True
60,Kabra Extrusion,524109.0,KABRAEXTRU,Engineering,144.5,37.51,460.96,1.04,5.83,0.0,62.0,-6.54,2.96,21.81,29.11,1.82,28.45,0.11,3.07,4.0,,1.43,15.95,389.77,True
61,Kennametal India,505890.0,KENNAMET,Engineering,1118.3,92.85,2457.83,0.0,13.0,-6.14,193.3,1.9,8.44,21.81,0.0,4.28,27.8,0.0,6.74,5.0,,1.43,22.0,714.8,True
63,Kirl. Brothers,500241.0,KIRLOSBROS,Pumps,165.6,12.99,1315.01,1.51,70.5,13.71,760.8,-14.98,12.32,18.36,316.9,1.39,305.23,0.33,7.74,7.0,,2.28,15.9,2508.3,True
65,Kirloskar Oil,533293.0,KIRLOSENG,Engines,162.3,13.84,2347.08,2.46,66.25,44.15,958.65,14.82,11.89,23.87,622.66,1.31,-124.17,0.35,9.17,3.0,,5.28,28.92,3353.4,True
67,KSB,500249.0,KSB,Pumps,764.95,28.39,2662.79,1.11,32.0,-1.84,369.9,9.76,17.43,18.36,61.6,2.99,171.6,0.07,10.91,6.0,,2.28,34.8,1540.2,True
71,Lokesh Mach.,532740.0,LOKESHMACH,Engineering,36.3,,64.97,0.0,1.54,492.31,40.73,23.01,1.65,21.81,75.59,0.47,11.39,0.54,-3.31,4.0,,1.43,17.9,279.65,True
73,Manugraph India,505324.0,MANUGRAPH,Engineering,12.95,,39.39,0.0,-5.66,5.5,6.18,-78.71,-16.85,21.81,25.4,0.3,-29.24,0.19,-18.86,3.0,,1.43,6.08,204.15,True
74,Mazda,523792.0,MAZDA,Engineering,520.45,11.44,208.44,1.92,5.0,3.95,46.85,0.28,17.35,21.81,0.96,1.5,22.33,0.01,12.51,9.0,,1.43,4.01,174.78,True
79,Nitin Fire Prot.,532854.0,NITINFIRE,Engineering,0.55,,16.07,0.0,-109.84,-1068.61,3.36,-98.91,-9.12,21.81,829.84,0.05,-158.98,2.41,-39.33,3.0,,1.43,58.45,1402.97,True
80,Orient Abrasives,504879.0,ORIENTABRA,Abrasives And Grinding Wheels,22.9,19.4,273.97,0.66,4.31,-6.3,88.71,2.4,12.73,34.83,34.88,1.16,40.96,0.15,9.84,8.0,,4.07,11.97,345.64,True
83,Pitti Engg.,513519.0,PITTIENG,Engineering,59.4,20.92,190.38,0.0,7.26,78.82,151.32,28.32,12.39,21.81,288.22,0.91,71.48,1.38,9.02,6.0,,1.43,16.03,662.44,True
85,Power Mech Proj.,539302.0,POWERMECH,Engineering - Turnkey Services,540.15,,794.6,0.19,3.13,-91.4,508.49,-6.83,18.07,13.04,537.29,0.92,-47.69,0.62,14.78,3.0,,0.76,14.71,2269.9,True
86,Praj Industries,522205.0,PRAJIND,Engineering,173.2,58.85,3172.64,1.56,28.16,36.24,347.78,15.8,11.2,21.81,0.0,4.4,14.67,0.0,9.04,6.0,,1.43,36.63,1234.68,True
87,Premier,500540.0,PREMIER,Engineering,3.65,,11.09,0.0,-23.46,57.4,2.0,-71.91,-43.49,21.81,37.08,,-16.82,,,2.0,,1.43,30.37,249.78,True
92,Revathi Equipmnt,505368.0,REVATHI,Compressors / Drilling Equipment,502.6,13.41,154.3,0.0,0.69,-85.8,22.69,-45.29,11.95,29.58,20.24,0.84,13.22,0.11,8.09,6.0,,4.21,3.07,265.13,True
95,Sanghvi Movers,530073.0,SANGHVIMOV,Engineering - Turnkey Services,102.85,,445.34,0.0,-13.04,-1074.77,54.83,-33.95,1.49,13.04,157.78,0.63,163.18,0.22,-1.34,7.0,,0.76,8.66,1011.96,True
97,Shakti Pumps,531431.0,SHAKTIPUMP,Pumps,532.25,25.13,978.28,0.0,26.53,404.94,316.66,239.47,-0.19,18.36,216.97,3.45,50.34,0.76,-5.07,4.0,,2.28,18.38,582.75,True
101,Swaraj Engines,500407.0,SWARAJENG,Engines,1391.25,22.27,1688.75,1.8,25.02,94.1,272.39,60.16,39.29,23.87,0.0,7.59,99.61,0.0,29.99,4.0,,5.28,12.14,397.86,True
103,Texmaco Rail,533326.0,TEXRAIL,Engineering,32.0,18.44,801.1,0.31,18.08,23.58,457.68,-13.67,8.38,21.81,801.68,0.8,41.73,0.8,6.64,2.0,,1.43,22.49,2674.47,True
